"title","genre","year","num_injured","num_deaths"
"bleach ds 4th: flame bringer","action",2009,0,5
"bleach ds 4th: flame bringer","action",2009,2,3
"bleach ds 4th: flame bringer","action",2009,1,4
"bleach ds 4th: flame bringer","action",2009,31,13
"bleach ds 4th: flame bringer","action",2009,4,14
"bleach ds 4th: flame bringer","action",2009,3,8
"pacific liberator","action",2009,0,5
"pacific liberator","action",2009,2,3
"pacific liberator","action",2009,1,4
"pacific liberator","action",2009,31,13
"pacific liberator","action",2009,4,14
"pacific liberator","action",2009,3,8
"botanicula","adventure",2012,3,4
"botanicula","adventure",2012,8,3
"botanicula","adventure",2012,2,27
"botanicula","adventure",2012,1,7
"botanicula","adventure",2012,3,7
"botanicula","adventure",2012,70,12
"botanicula","adventure",2012,1,6
"botanicula","adventure",2012,3,7
"botanicula","adventure",2012,0,5
"parfait","adventure",2015,21,14
"parfait","adventure",2015,9,3
"parfait","adventure",2015,0,3
"parfait","adventure",2015,9,9
"parfait","adventure",2015,2,5
"parfait","adventure",2015,1,9
"parfait","adventure",2015,1,3
"tago akira no atama no taisou dai-2-shuu: ginga oudan nazotoki adventure","adventure",2009,0,5
"tago akira no atama no taisou dai-2-shuu: ginga oudan nazotoki adventure","adventure",2009,2,3
"tago akira no atama no taisou dai-2-shuu: ginga oudan nazotoki adventure","adventure",2009,1,4
"tago akira no atama no taisou dai-2-shuu: ginga oudan nazotoki adventure","adventure",2009,31,13
"tago akira no atama no taisou dai-2-shuu: ginga oudan nazotoki adventure","adventure",2009,4,14
"tago akira no atama no taisou dai-2-shuu: ginga oudan nazotoki adventure","adventure",2009,3,8
"the king of fighters portable '94~'98: chapter of orochi","fighting",2010,546,58
"the king of fighters portable '94~'98: chapter of orochi","fighting",2010,2,9
"puzzle challenge: crosswords and more!","puzzle",2009,0,5
"puzzle challenge: crosswords and more!","puzzle",2009,2,3
"puzzle challenge: crosswords and more!","puzzle",2009,1,4
"puzzle challenge: crosswords and more!","puzzle",2009,31,13
"puzzle challenge: crosswords and more!","puzzle",2009,4,14
"puzzle challenge: crosswords and more!","puzzle",2009,3,8
"nisenochigiri: omoide no saki e","adventure",2011,22,12
"nisenochigiri: omoide no saki e","adventure",2011,20,26
"nisenochigiri: omoide no saki e","adventure",2011,0,3
"nisenochigiri: omoide no saki e","adventure",2011,1,8
"nisenochigiri: omoide no saki e","adventure",2011,7,5
"nisenochigiri: omoide no saki e","adventure",2011,13,6
"rugby league live","sports",2010,546,58
"rugby league live","sports",2010,2,9
"age of conan: rise of the godslayer","role-playing",2010,546,58
"age of conan: rise of the godslayer","role-playing",2010,2,9
"totally spies! totally party","misc",2008,27,9
"totally spies! totally party","misc",2008,26,22
"totally spies! totally party","misc",2008,1,6
"totally spies! totally party","misc",2008,21,5
"totally spies! totally party","misc",2008,2,6
"battlefield vietnam","shooter",2004,7,5
"in cold blood","adventure",2000,0,7
"mega minis volume 2","misc",2011,22,12
"mega minis volume 2","misc",2011,20,26
"mega minis volume 2","misc",2011,0,3
"mega minis volume 2","misc",2011,1,8
"mega minis volume 2","misc",2011,7,5
"mega minis volume 2","misc",2011,13,6
"kamigami no asobi","adventure",2013,8,12
"kamigami no asobi","adventure",2013,0,7
"kamigami no asobi","adventure",2013,3,6
"kamigami no asobi","adventure",2013,0,5
"kamigami no asobi","adventure",2013,2,5
"kong: king of atlantis","action",2005,5,10
"kong: king of atlantis","action",2005,4,7
"kidou senshi v gundam","action",1994,23,5
"ganbare goemon: toukai douchuu ooedo tengurigaeshi no maki","action",2005,5,10
"ganbare goemon: toukai douchuu ooedo tengurigaeshi no maki","action",2005,4,7
"the settlers ii 10th anniversary","action",2006,1,3
"the settlers ii 10th anniversary","action",2006,10,4
"the settlers ii 10th anniversary","action",2006,0,3
"the settlers ii 10th anniversary","action",2006,5,6
"the settlers ii 10th anniversary","action",2006,2,7
"the settlers ii 10th anniversary","action",2006,0,8
"wrestle angels: survivor 2","fighting",2008,27,9
"wrestle angels: survivor 2","fighting",2008,26,22
"wrestle angels: survivor 2","fighting",2008,1,6
"wrestle angels: survivor 2","fighting",2008,21,5
"wrestle angels: survivor 2","fighting",2008,2,6
"onechanbara z kagura","action",2012,3,4
"onechanbara z kagura","action",2012,8,3
"onechanbara z kagura","action",2012,2,27
"onechanbara z kagura","action",2012,1,7
"onechanbara z kagura","action",2012,3,7
"onechanbara z kagura","action",2012,70,12
"onechanbara z kagura","action",2012,1,6
"onechanbara z kagura","action",2012,3,7
"onechanbara z kagura","action",2012,0,5
"ride","racing",2015,21,14
"ride","racing",2015,9,3
"ride","racing",2015,0,3
"ride","racing",2015,9,9
"ride","racing",2015,2,5
"ride","racing",2015,1,9
"ride","racing",2015,1,3
"the king of fighters 02/03","fighting",2005,5,10
"the king of fighters 02/03","fighting",2005,4,7
"betty boop's double shift","puzzle",2007,46,7
"betty boop's double shift","puzzle",2007,4,9
"betty boop's double shift","puzzle",2007,1,6
"betty boop's double shift","puzzle",2007,23,32
"betty boop's double shift","puzzle",2007,4,6
"warhammer: mark of chaos","strategy",2006,1,3
"warhammer: mark of chaos","strategy",2006,10,4
"warhammer: mark of chaos","strategy",2006,0,3
"warhammer: mark of chaos","strategy",2006,5,6
"warhammer: mark of chaos","strategy",2006,2,7
"warhammer: mark of chaos","strategy",2006,0,8
"tsuku monogatari","adventure",2011,22,12
"tsuku monogatari","adventure",2011,20,26
"tsuku monogatari","adventure",2011,0,3
"tsuku monogatari","adventure",2011,1,8
"tsuku monogatari","adventure",2011,7,5
"tsuku monogatari","adventure",2011,13,6
"vitamin z","adventure",2009,0,5
"vitamin z","adventure",2009,2,3
"vitamin z","adventure",2009,1,4
"vitamin z","adventure",2009,31,13
"vitamin z","adventure",2009,4,14
"vitamin z","adventure",2009,3,8
"kaitou tenshi twin angel: toki to sekai no meikyuu","adventure",2011,22,12
"kaitou tenshi twin angel: toki to sekai no meikyuu","adventure",2011,20,26
"kaitou tenshi twin angel: toki to sekai no meikyuu","adventure",2011,0,3
"kaitou tenshi twin angel: toki to sekai no meikyuu","adventure",2011,1,8
"kaitou tenshi twin angel: toki to sekai no meikyuu","adventure",2011,7,5
"kaitou tenshi twin angel: toki to sekai no meikyuu","adventure",2011,13,6
"shin koihime musou: otome ryouran * sangokushi engi - wu-hen","adventure",2010,546,58
"shin koihime musou: otome ryouran * sangokushi engi - wu-hen","adventure",2010,2,9
"harukanaru toki no naka de 5: kazahanaki","role-playing",2012,3,4
"harukanaru toki no naka de 5: kazahanaki","role-playing",2012,8,3
"harukanaru toki no naka de 5: kazahanaki","role-playing",2012,2,27
"harukanaru toki no naka de 5: kazahanaki","role-playing",2012,1,7
"harukanaru toki no naka de 5: kazahanaki","role-playing",2012,3,7
"harukanaru toki no naka de 5: kazahanaki","role-playing",2012,70,12
"harukanaru toki no naka de 5: kazahanaki","role-playing",2012,1,6
"harukanaru toki no naka de 5: kazahanaki","role-playing",2012,3,7
"harukanaru toki no naka de 5: kazahanaki","role-playing",2012,0,5
"nobunaga no yabou ds 2","strategy",2008,27,9
"nobunaga no yabou ds 2","strategy",2008,26,22
"nobunaga no yabou ds 2","strategy",2008,1,6
"nobunaga no yabou ds 2","strategy",2008,21,5
"nobunaga no yabou ds 2","strategy",2008,2,6
"the idolm@ster: gravure for you! vol. 6","action",2012,3,4
"the idolm@ster: gravure for you! vol. 6","action",2012,8,3
"the idolm@ster: gravure for you! vol. 6","action",2012,2,27
"the idolm@ster: gravure for you! vol. 6","action",2012,1,7
"the idolm@ster: gravure for you! vol. 6","action",2012,3,7
"the idolm@ster: gravure for you! vol. 6","action",2012,70,12
"the idolm@ster: gravure for you! vol. 6","action",2012,1,6
"the idolm@ster: gravure for you! vol. 6","action",2012,3,7
"the idolm@ster: gravure for you! vol. 6","action",2012,0,5
"schlag den raab","misc",2010,546,58
"schlag den raab","misc",2010,2,9
"ghostbusters (2016)","action",2016,0,5
"ghostbusters (2016)","action",2016,3,3
"ghostbusters (2016)","action",2016,11,5
"ghostbusters (2016)","action",2016,53,49
"ghostbusters (2016)","action",2016,14,3
"ghostbusters (2016)","action",2016,2,6
"secrets of the titanic","action",2012,3,4
"secrets of the titanic","action",2012,8,3
"secrets of the titanic","action",2012,2,27
"secrets of the titanic","action",2012,1,7
"secrets of the titanic","action",2012,3,7
"secrets of the titanic","action",2012,70,12
"secrets of the titanic","action",2012,1,6
"secrets of the titanic","action",2012,3,7
"secrets of the titanic","action",2012,0,5
"metal saga: hagane no kisetsu","role-playing",2006,1,3
"metal saga: hagane no kisetsu","role-playing",2006,10,4
"metal saga: hagane no kisetsu","role-playing",2006,0,3
"metal saga: hagane no kisetsu","role-playing",2006,5,6
"metal saga: hagane no kisetsu","role-playing",2006,2,7
"metal saga: hagane no kisetsu","role-playing",2006,0,8
"animaniacs: the great edgar hunt","platform",2005,5,10
"animaniacs: the great edgar hunt","platform",2005,4,7
"safari adventures: africa","adventure",2008,27,9
"safari adventures: africa","adventure",2008,26,22
"safari adventures: africa","adventure",2008,1,6
"safari adventures: africa","adventure",2008,21,5
"safari adventures: africa","adventure",2008,2,6
"harukanaru toki no naka de 6","action",2015,21,14
"harukanaru toki no naka de 6","action",2015,9,3
"harukanaru toki no naka de 6","action",2015,0,3
"harukanaru toki no naka de 6","action",2015,9,9
"harukanaru toki no naka de 6","action",2015,2,5
"harukanaru toki no naka de 6","action",2015,1,9
"harukanaru toki no naka de 6","action",2015,1,3
"dream club zero portable","simulation",2011,22,12
"dream club zero portable","simulation",2011,20,26
"dream club zero portable","simulation",2011,0,3
"dream club zero portable","simulation",2011,1,8
"dream club zero portable","simulation",2011,7,5
"dream club zero portable","simulation",2011,13,6
"samurai warriors 2","action",2013,8,12
"samurai warriors 2","action",2013,0,7
"samurai warriors 2","action",2013,3,6
"samurai warriors 2","action",2013,0,5
"samurai warriors 2","action",2013,2,5
"cossacks: european wars","strategy",2001,4,5
"the island of dr. frankenstein","adventure",2009,0,5
"the island of dr. frankenstein","adventure",2009,2,3
"the island of dr. frankenstein","adventure",2009,1,4
"the island of dr. frankenstein","adventure",2009,31,13
"the island of dr. frankenstein","adventure",2009,4,14
"the island of dr. frankenstein","adventure",2009,3,8
"tv total events","misc",2011,22,12
"tv total events","misc",2011,20,26
"tv total events","misc",2011,0,3
"tv total events","misc",2011,1,8
"tv total events","misc",2011,7,5
"tv total events","misc",2011,13,6
"battle arena toshinden ura","fighting",1995,0,6
"darius burst: chronicle saviours","action",2016,0,5
"darius burst: chronicle saviours","action",2016,3,3
"darius burst: chronicle saviours","action",2016,11,5
"darius burst: chronicle saviours","action",2016,53,49
"darius burst: chronicle saviours","action",2016,14,3
"darius burst: chronicle saviours","action",2016,2,6
"biohazard: revival selection","action",2011,22,12
"biohazard: revival selection","action",2011,20,26
"biohazard: revival selection","action",2011,0,3
"biohazard: revival selection","action",2011,1,8
"biohazard: revival selection","action",2011,7,5
"biohazard: revival selection","action",2011,13,6
"labyrinth cross blood: infinity","role-playing",2013,8,12
"labyrinth cross blood: infinity","role-playing",2013,0,7
"labyrinth cross blood: infinity","role-playing",2013,3,6
"labyrinth cross blood: infinity","role-playing",2013,0,5
"labyrinth cross blood: infinity","role-playing",2013,2,5
"prince of persia (2008)","action",2008,27,9
"prince of persia (2008)","action",2008,26,22
"prince of persia (2008)","action",2008,1,6
"prince of persia (2008)","action",2008,21,5
"prince of persia (2008)","action",2008,2,6
"hotbrain","puzzle",2007,46,7
"hotbrain","puzzle",2007,4,9
"hotbrain","puzzle",2007,1,6
"hotbrain","puzzle",2007,23,32
"hotbrain","puzzle",2007,4,6
"uk truck simulator","simulation",2010,546,58
"uk truck simulator","simulation",2010,2,9
"gudetama: hanjuku de tanomuwa","action",2015,21,14
"gudetama: hanjuku de tanomuwa","action",2015,9,3
"gudetama: hanjuku de tanomuwa","action",2015,0,3
"gudetama: hanjuku de tanomuwa","action",2015,9,9
"gudetama: hanjuku de tanomuwa","action",2015,2,5
"gudetama: hanjuku de tanomuwa","action",2015,1,9
"gudetama: hanjuku de tanomuwa","action",2015,1,3
"mechassault: phantom war","simulation",2006,1,3
"mechassault: phantom war","simulation",2006,10,4
"mechassault: phantom war","simulation",2006,0,3
"mechassault: phantom war","simulation",2006,5,6
"mechassault: phantom war","simulation",2006,2,7
"mechassault: phantom war","simulation",2006,0,8
"magicka","role-playing",2011,22,12
"magicka","role-playing",2011,20,26
"magicka","role-playing",2011,0,3
"magicka","role-playing",2011,1,8
"magicka","role-playing",2011,7,5
"magicka","role-playing",2011,13,6
"star trek: the game","action",2013,8,12
"star trek: the game","action",2013,0,7
"star trek: the game","action",2013,3,6
"star trek: the game","action",2013,0,5
"star trek: the game","action",2013,2,5
"moto racer ds","racing",2008,27,9
"moto racer ds","racing",2008,26,22
"moto racer ds","racing",2008,1,6
"moto racer ds","racing",2008,21,5
"moto racer ds","racing",2008,2,6
"the last guy","action",2009,0,5
"the last guy","action",2009,2,3
"the last guy","action",2009,1,4
"the last guy","action",2009,31,13
"the last guy","action",2009,4,14
"the last guy","action",2009,3,8
"akane iro ni somaru saka parallel","adventure",2008,27,9
"akane iro ni somaru saka parallel","adventure",2008,26,22
"akane iro ni somaru saka parallel","adventure",2008,1,6
"akane iro ni somaru saka parallel","adventure",2008,21,5
"akane iro ni somaru saka parallel","adventure",2008,2,6
"otome wa oanesama ni koi shiteru portable: 2-jin no elder","adventure",2011,22,12
"otome wa oanesama ni koi shiteru portable: 2-jin no elder","adventure",2011,20,26
"otome wa oanesama ni koi shiteru portable: 2-jin no elder","adventure",2011,0,3
"otome wa oanesama ni koi shiteru portable: 2-jin no elder","adventure",2011,1,8
"otome wa oanesama ni koi shiteru portable: 2-jin no elder","adventure",2011,7,5
"otome wa oanesama ni koi shiteru portable: 2-jin no elder","adventure",2011,13,6
"monster hunter frontier online: forward 1","role-playing",2011,22,12
"monster hunter frontier online: forward 1","role-playing",2011,20,26
"monster hunter frontier online: forward 1","role-playing",2011,0,3
"monster hunter frontier online: forward 1","role-playing",2011,1,8
"monster hunter frontier online: forward 1","role-playing",2011,7,5
"monster hunter frontier online: forward 1","role-playing",2011,13,6
"x3: terran conflict","simulation",2008,27,9
"x3: terran conflict","simulation",2008,26,22
"x3: terran conflict","simulation",2008,1,6
"x3: terran conflict","simulation",2008,21,5
"x3: terran conflict","simulation",2008,2,6
"timeshock! pro pinball","misc",1998,25,4
"timeshock! pro pinball","misc",1998,10,5
"timeshock! pro pinball","misc",1998,1,5
"max payne","shooter",2003,0,3
"max payne","shooter",2003,8,7
"d1 professional drift grand prix series","racing",2005,5,10
"d1 professional drift grand prix series","racing",2005,4,7
"starry ? sky: in winter","misc",2011,22,12
"starry ? sky: in winter","misc",2011,20,26
"starry ? sky: in winter","misc",2011,0,3
"starry ? sky: in winter","misc",2011,1,8
"starry ? sky: in winter","misc",2011,7,5
"starry ? sky: in winter","misc",2011,13,6
"little bears","simulation",2009,0,5
"little bears","simulation",2009,2,3
"little bears","simulation",2009,1,4
"little bears","simulation",2009,31,13
"little bears","simulation",2009,4,14
"little bears","simulation",2009,3,8
"rush hour","misc",1997,2,5
"rush hour","misc",1997,3,4
"pro cast sports fishing","sports",2003,0,3
"pro cast sports fishing","sports",2003,8,7
"gintama: banji oku chuubu!","action",2007,46,7
"gintama: banji oku chuubu!","action",2007,4,9
"gintama: banji oku chuubu!","action",2007,1,6
"gintama: banji oku chuubu!","action",2007,23,32
"gintama: banji oku chuubu!","action",2007,4,6
"aegis of earth: protonovus assault","action",2016,0,5
"aegis of earth: protonovus assault","action",2016,3,3
"aegis of earth: protonovus assault","action",2016,11,5
"aegis of earth: protonovus assault","action",2016,53,49
"aegis of earth: protonovus assault","action",2016,14,3
"aegis of earth: protonovus assault","action",2016,2,6
"saka agari hurricane portable","adventure",2011,22,12
"saka agari hurricane portable","adventure",2011,20,26
"saka agari hurricane portable","adventure",2011,0,3
"saka agari hurricane portable","adventure",2011,1,8
"saka agari hurricane portable","adventure",2011,7,5
"saka agari hurricane portable","adventure",2011,13,6
"negima!? dream tactic yumemiru otome princess","strategy",2007,46,7
"negima!? dream tactic yumemiru otome princess","strategy",2007,4,9
"negima!? dream tactic yumemiru otome princess","strategy",2007,1,6
"negima!? dream tactic yumemiru otome princess","strategy",2007,23,32
"negima!? dream tactic yumemiru otome princess","strategy",2007,4,6
"king arthur ii","strategy",2011,22,12
"king arthur ii","strategy",2011,20,26
"king arthur ii","strategy",2011,0,3
"king arthur ii","strategy",2011,1,8
"king arthur ii","strategy",2011,7,5
"king arthur ii","strategy",2011,13,6
"max payne 2: the fall of max payne","shooter",2003,0,3
"max payne 2: the fall of max payne","shooter",2003,8,7
"dakar 2: the world's ultimate rally","racing",2003,0,3
"dakar 2: the world's ultimate rally","racing",2003,8,7
"nba 2k7","sports",2006,1,3
"nba 2k7","sports",2006,10,4
"nba 2k7","sports",2006,0,3
"nba 2k7","sports",2006,5,6
"nba 2k7","sports",2006,2,7
"nba 2k7","sports",2006,0,8
"auto modellista","racing",2003,0,3
"auto modellista","racing",2003,8,7
"jewel match 2","puzzle",2012,3,4
"jewel match 2","puzzle",2012,8,3
"jewel match 2","puzzle",2012,2,27
"jewel match 2","puzzle",2012,1,7
"jewel match 2","puzzle",2012,3,7
"jewel match 2","puzzle",2012,70,12
"jewel match 2","puzzle",2012,1,6
"jewel match 2","puzzle",2012,3,7
"jewel match 2","puzzle",2012,0,5
"hanayaka kana, ware ga ichizoku twin pack","misc",2011,22,12
"hanayaka kana, ware ga ichizoku twin pack","misc",2011,20,26
"hanayaka kana, ware ga ichizoku twin pack","misc",2011,0,3
"hanayaka kana, ware ga ichizoku twin pack","misc",2011,1,8
"hanayaka kana, ware ga ichizoku twin pack","misc",2011,7,5
"hanayaka kana, ware ga ichizoku twin pack","misc",2011,13,6
"mysims","simulation",2008,27,9
"mysims","simulation",2008,26,22
"mysims","simulation",2008,1,6
"mysims","simulation",2008,21,5
"mysims","simulation",2008,2,6
"guild wars: nightfall","role-playing",2006,1,3
"guild wars: nightfall","role-playing",2006,10,4
"guild wars: nightfall","role-playing",2006,0,3
"guild wars: nightfall","role-playing",2006,5,6
"guild wars: nightfall","role-playing",2006,2,7
"guild wars: nightfall","role-playing",2006,0,8
"greg hastings' tournament paintball max'd","shooter",2006,1,3
"greg hastings' tournament paintball max'd","shooter",2006,10,4
"greg hastings' tournament paintball max'd","shooter",2006,0,3
"greg hastings' tournament paintball max'd","shooter",2006,5,6
"greg hastings' tournament paintball max'd","shooter",2006,2,7
"greg hastings' tournament paintball max'd","shooter",2006,0,8
"my animal centre","simulation",2009,0,5
"my animal centre","simulation",2009,2,3
"my animal centre","simulation",2009,1,4
"my animal centre","simulation",2009,31,13
"my animal centre","simulation",2009,4,14
"my animal centre","simulation",2009,3,8
"eco creatures: save the forest","adventure",2007,46,7
"eco creatures: save the forest","adventure",2007,4,9
"eco creatures: save the forest","adventure",2007,1,6
"eco creatures: save the forest","adventure",2007,23,32
"eco creatures: save the forest","adventure",2007,4,6
"kintaihi shounen no jiken: kyakusen eris-gou no sangeki","adventure",2009,0,5
"kintaihi shounen no jiken: kyakusen eris-gou no sangeki","adventure",2009,2,3
"kintaihi shounen no jiken: kyakusen eris-gou no sangeki","adventure",2009,1,4
"kintaihi shounen no jiken: kyakusen eris-gou no sangeki","adventure",2009,31,13
"kintaihi shounen no jiken: kyakusen eris-gou no sangeki","adventure",2009,4,14
"kintaihi shounen no jiken: kyakusen eris-gou no sangeki","adventure",2009,3,8
"kaizoku sentai gokaiger: atsumete henshin! 35 sentai!","action",2011,22,12
"kaizoku sentai gokaiger: atsumete henshin! 35 sentai!","action",2011,20,26
"kaizoku sentai gokaiger: atsumete henshin! 35 sentai!","action",2011,0,3
"kaizoku sentai gokaiger: atsumete henshin! 35 sentai!","action",2011,1,8
"kaizoku sentai gokaiger: atsumete henshin! 35 sentai!","action",2011,7,5
"kaizoku sentai gokaiger: atsumete henshin! 35 sentai!","action",2011,13,6
"dragon tamer: sound spirit","role-playing",2007,46,7
"dragon tamer: sound spirit","role-playing",2007,4,9
"dragon tamer: sound spirit","role-playing",2007,1,6
"dragon tamer: sound spirit","role-playing",2007,23,32
"dragon tamer: sound spirit","role-playing",2007,4,6
"frogger: ancient shadow","platform",2005,5,10
"frogger: ancient shadow","platform",2005,4,7
"pro evolution soccer 2017","sports",2016,0,5
"pro evolution soccer 2017","sports",2016,3,3
"pro evolution soccer 2017","sports",2016,11,5
"pro evolution soccer 2017","sports",2016,53,49
"pro evolution soccer 2017","sports",2016,14,3
"pro evolution soccer 2017","sports",2016,2,6
"la pucelle: ragnarok","role-playing",2009,0,5
"la pucelle: ragnarok","role-playing",2009,2,3
"la pucelle: ragnarok","role-playing",2009,1,4
"la pucelle: ragnarok","role-playing",2009,31,13
"la pucelle: ragnarok","role-playing",2009,4,14
"la pucelle: ragnarok","role-playing",2009,3,8
"kiniro no corda 2 f encore","role-playing",2009,0,5
"kiniro no corda 2 f encore","role-playing",2009,2,3
"kiniro no corda 2 f encore","role-playing",2009,1,4
"kiniro no corda 2 f encore","role-playing",2009,31,13
"kiniro no corda 2 f encore","role-playing",2009,4,14
"kiniro no corda 2 f encore","role-playing",2009,3,8
"darius ii","shooter",1995,0,6
"jewel quest 5: the sleepless star","action",2012,3,4
"jewel quest 5: the sleepless star","action",2012,8,3
"jewel quest 5: the sleepless star","action",2012,2,27
"jewel quest 5: the sleepless star","action",2012,1,7
"jewel quest 5: the sleepless star","action",2012,3,7
"jewel quest 5: the sleepless star","action",2012,70,12
"jewel quest 5: the sleepless star","action",2012,1,6
"jewel quest 5: the sleepless star","action",2012,3,7
"jewel quest 5: the sleepless star","action",2012,0,5
"rollercoaster tycoon 2: triple thrill pack","strategy",2003,0,3
"rollercoaster tycoon 2: triple thrill pack","strategy",2003,8,7
"bleach: soul carnival 2","fighting",2009,0,5
"bleach: soul carnival 2","fighting",2009,2,3
"bleach: soul carnival 2","fighting",2009,1,4
"bleach: soul carnival 2","fighting",2009,31,13
"bleach: soul carnival 2","fighting",2009,4,14
"bleach: soul carnival 2","fighting",2009,3,8
"paraparaparadise","misc",2001,4,5
"tiger & bunny: on-air jack!","action",2012,3,4
"tiger & bunny: on-air jack!","action",2012,8,3
"tiger & bunny: on-air jack!","action",2012,2,27
"tiger & bunny: on-air jack!","action",2012,1,7
"tiger & bunny: on-air jack!","action",2012,3,7
"tiger & bunny: on-air jack!","action",2012,70,12
"tiger & bunny: on-air jack!","action",2012,1,6
"tiger & bunny: on-air jack!","action",2012,3,7
"tiger & bunny: on-air jack!","action",2012,0,5
"pro evolution soccer 2012","action",2011,22,12
"pro evolution soccer 2012","action",2011,20,26
"pro evolution soccer 2012","action",2011,0,3
"pro evolution soccer 2012","action",2011,1,8
"pro evolution soccer 2012","action",2011,7,5
"pro evolution soccer 2012","action",2011,13,6
"eureka seven ao: jungfrau no hanabanatachi","action",2012,3,4
"eureka seven ao: jungfrau no hanabanatachi","action",2012,8,3
"eureka seven ao: jungfrau no hanabanatachi","action",2012,2,27
"eureka seven ao: jungfrau no hanabanatachi","action",2012,1,7
"eureka seven ao: jungfrau no hanabanatachi","action",2012,3,7
"eureka seven ao: jungfrau no hanabanatachi","action",2012,70,12
"eureka seven ao: jungfrau no hanabanatachi","action",2012,1,6
"eureka seven ao: jungfrau no hanabanatachi","action",2012,3,7
"eureka seven ao: jungfrau no hanabanatachi","action",2012,0,5
"warship gunner 2","simulation",2006,1,3
"warship gunner 2","simulation",2006,10,4
"warship gunner 2","simulation",2006,0,3
"warship gunner 2","simulation",2006,5,6
"warship gunner 2","simulation",2006,2,7
"warship gunner 2","simulation",2006,0,8
"gotcha force","shooter",2003,0,3
"gotcha force","shooter",2003,8,7
"the battle of yuu yuu hakusho: shitou! ankoku bujutsukai! 120%","fighting",2007,46,7
"the battle of yuu yuu hakusho: shitou! ankoku bujutsukai! 120%","fighting",2007,4,9
"the battle of yuu yuu hakusho: shitou! ankoku bujutsukai! 120%","fighting",2007,1,6
"the battle of yuu yuu hakusho: shitou! ankoku bujutsukai! 120%","fighting",2007,23,32
"the battle of yuu yuu hakusho: shitou! ankoku bujutsukai! 120%","fighting",2007,4,6
"star wars the clone wars: republic heroes","action",2009,0,5
"star wars the clone wars: republic heroes","action",2009,2,3
"star wars the clone wars: republic heroes","action",2009,1,4
"star wars the clone wars: republic heroes","action",2009,31,13
"star wars the clone wars: republic heroes","action",2009,4,14
"star wars the clone wars: republic heroes","action",2009,3,8
"cid the dummy","platform",2009,0,5
"cid the dummy","platform",2009,2,3
"cid the dummy","platform",2009,1,4
"cid the dummy","platform",2009,31,13
"cid the dummy","platform",2009,4,14
"cid the dummy","platform",2009,3,8
"xblaze: lost memories","adventure",2015,21,14
"xblaze: lost memories","adventure",2015,9,3
"xblaze: lost memories","adventure",2015,0,3
"xblaze: lost memories","adventure",2015,9,9
"xblaze: lost memories","adventure",2015,2,5
"xblaze: lost memories","adventure",2015,1,9
"xblaze: lost memories","adventure",2015,1,3
"dirt rally","racing",2016,0,5
"dirt rally","racing",2016,3,3
"dirt rally","racing",2016,11,5
"dirt rally","racing",2016,53,49
"dirt rally","racing",2016,14,3
"dirt rally","racing",2016,2,6
"the perfect golf","sports",1995,0,6
"let's sing 2016","action",2015,21,14
"let's sing 2016","action",2015,9,3
"let's sing 2016","action",2015,0,3
"let's sing 2016","action",2015,9,9
"let's sing 2016","action",2015,2,5
"let's sing 2016","action",2015,1,9
"let's sing 2016","action",2015,1,3
"wrestle kingdom","fighting",2006,1,3
"wrestle kingdom","fighting",2006,10,4
"wrestle kingdom","fighting",2006,0,3
"wrestle kingdom","fighting",2006,5,6
"wrestle kingdom","fighting",2006,2,7
"wrestle kingdom","fighting",2006,0,8
"demon driver: time to burn rubber!","racing",2003,0,3
"demon driver: time to burn rubber!","racing",2003,8,7
"bigfoot king of crush","racing",2011,22,12
"bigfoot king of crush","racing",2011,20,26
"bigfoot king of crush","racing",2011,0,3
"bigfoot king of crush","racing",2011,1,8
"bigfoot king of crush","racing",2011,7,5
"bigfoot king of crush","racing",2011,13,6
"mojo!","puzzle",2003,0,3
"mojo!","puzzle",2003,8,7
"infinite stratos 2: ignition hearts","adventure",2014,1,5
"infinite stratos 2: ignition hearts","adventure",2014,13,6
"infinite stratos 2: ignition hearts","adventure",2014,12,3
"infinite stratos 2: ignition hearts","adventure",2014,2,4
"cabela's big game hunter: pro hunts","shooter",2014,1,5
"cabela's big game hunter: pro hunts","shooter",2014,13,6
"cabela's big game hunter: pro hunts","shooter",2014,12,3
"cabela's big game hunter: pro hunts","shooter",2014,2,4
"mahou sensei negima! kagai jugyou ~otome no dokidoki beachside~","adventure",2006,1,3
"mahou sensei negima! kagai jugyou ~otome no dokidoki beachside~","adventure",2006,10,4
"mahou sensei negima! kagai jugyou ~otome no dokidoki beachside~","adventure",2006,0,3
"mahou sensei negima! kagai jugyou ~otome no dokidoki beachside~","adventure",2006,5,6
"mahou sensei negima! kagai jugyou ~otome no dokidoki beachside~","adventure",2006,2,7
"mahou sensei negima! kagai jugyou ~otome no dokidoki beachside~","adventure",2006,0,8
"nekketsu kouha kunio-kun sp: rantou kyousoukyoku","fighting",2013,8,12
"nekketsu kouha kunio-kun sp: rantou kyousoukyoku","fighting",2013,0,7
"nekketsu kouha kunio-kun sp: rantou kyousoukyoku","fighting",2013,3,6
"nekketsu kouha kunio-kun sp: rantou kyousoukyoku","fighting",2013,0,5
"nekketsu kouha kunio-kun sp: rantou kyousoukyoku","fighting",2013,2,5
"the sims 2: bon voyage","simulation",2007,46,7
"the sims 2: bon voyage","simulation",2007,4,9
"the sims 2: bon voyage","simulation",2007,1,6
"the sims 2: bon voyage","simulation",2007,23,32
"the sims 2: bon voyage","simulation",2007,4,6
