video_game_key,game_key,na_sales,eu_sales,jp_sales,other_sales,global_sales,date_key
14176,14176,0.0,0.0,0.03,0.0,0.03,"[74, 75, 76, 77, 78]"
14177,14177,0.0,0.0,0.03,0.0,0.03,[120]
14178,14178,0.03,0.0,0.0,0.0,0.03,"[10, 97, 98, 99, 100]"
14179,14179,0.0,0.03,0.0,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14180,14180,0.0,0.0,0.03,0.0,0.03,"[115, 116, 117]"
14181,14181,0.03,0.0,0.0,0.0,0.03,"[10, 97, 98, 99, 100]"
14182,14182,0.03,0.0,0.0,0.0,0.03,"[27, 28, 94, 95, 96]"
14183,14183,0.02,0.01,0.0,0.0,0.03,"[104, 105]"
14184,14184,0.0,0.0,0.03,0.0,0.03,"[27, 28, 94, 95, 96]"
14185,14185,0.0,0.0,0.03,0.0,0.03,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
14186,14186,0.02,0.01,0.0,0.0,0.03,"[104, 105]"
14187,14187,0.0,0.03,0.0,0.01,0.03,
14188,14188,0.0,0.03,0.0,0.0,0.03,"[50, 89]"
14189,14189,0.0,0.03,0.0,0.0,0.03,"[35, 47, 48, 86, 87, 88]"
14190,14190,0.0,0.03,0.0,0.0,0.03,"[74, 75, 76, 77, 78]"
14191,14191,0.0,0.0,0.03,0.0,0.03,"[27, 28, 94, 95, 96]"
14192,14192,0.03,0.0,0.0,0.0,0.03,"[10, 97, 98, 99, 100]"
14193,14193,0.0,0.0,0.03,0.0,0.03,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
14194,14194,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14195,14195,0.0,0.03,0.0,0.01,0.03,
14196,14196,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14197,14197,0.0,0.0,0.03,0.0,0.03,[121]
14198,14198,0.01,0.0,0.02,0.0,0.03,"[50, 89]"
14199,14199,0.0,0.0,0.03,0.0,0.03,"[27, 28, 94, 95, 96]"
14200,14200,0.0,0.0,0.03,0.0,0.03,"[74, 75, 76, 77, 78]"
14201,14201,0.01,0.0,0.02,0.0,0.03,"[10, 97, 98, 99, 100]"
14202,14202,0.03,0.0,0.0,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14203,14203,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14204,14204,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14205,14205,0.0,0.02,0.0,0.01,0.03,"[38, 39, 90, 91, 92, 93]"
14206,14206,0.0,0.0,0.03,0.0,0.03,"[10, 97, 98, 99, 100]"
14207,14207,0.0,0.0,0.03,0.0,0.03,"[27, 28, 94, 95, 96]"
14208,14208,0.0,0.0,0.03,0.0,0.03,"[74, 75, 76, 77, 78]"
14209,14209,0.0,0.02,0.0,0.01,0.03,"[50, 89]"
14210,14210,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14211,14211,0.02,0.01,0.0,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14212,14212,0.01,0.02,0.0,0.0,0.03,"[27, 28, 94, 95, 96]"
14213,14213,0.02,0.01,0.0,0.0,0.03,"[104, 105]"
14214,14214,0.02,0.01,0.0,0.0,0.03,[120]
14215,14215,0.0,0.0,0.03,0.0,0.03,[120]
14216,14216,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14217,14217,0.0,0.02,0.01,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14218,14218,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14219,14219,0.02,0.01,0.0,0.0,0.03,"[43, 107]"
14220,14220,0.03,0.0,0.0,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14221,14221,0.03,0.0,0.0,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14222,14222,0.0,0.0,0.03,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14223,14223,0.02,0.01,0.0,0.0,0.03,
14224,14224,0.0,0.0,0.03,0.0,0.03,"[115, 116, 117]"
14225,14225,0.0,0.03,0.0,0.01,0.03,"[43, 107]"
14226,14226,0.0,0.0,0.03,0.0,0.03,"[74, 75, 76, 77, 78]"
14227,14227,0.0,0.0,0.03,0.0,0.03,"[115, 116, 117]"
14228,14228,0.01,0.02,0.0,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14229,14229,0.02,0.01,0.0,0.0,0.03,"[43, 107]"
14230,14230,0.02,0.01,0.0,0.0,0.03,"[43, 107]"
14231,14231,0.0,0.0,0.03,0.0,0.03,"[74, 75, 76, 77, 78]"
14232,14232,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14233,14233,0.0,0.0,0.03,0.0,0.03,"[70, 71, 72, 73]"
14234,14234,0.0,0.0,0.03,0.0,0.03,"[10, 97, 98, 99, 100]"
14235,14235,0.0,0.0,0.03,0.0,0.03,"[27, 28, 94, 95, 96]"
14236,14236,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14237,14237,0.0,0.03,0.0,0.0,0.03,"[27, 28, 94, 95, 96]"
14238,14238,0.0,0.03,0.0,0.01,0.03,"[43, 107]"
14239,14239,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14240,14240,0.0,0.03,0.0,0.0,0.03,"[57, 58, 59, 60, 61, 62]"
14241,14241,0.03,0.0,0.0,0.0,0.03,"[50, 89]"
14242,14242,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14243,14243,0.02,0.01,0.0,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14244,14244,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14245,14245,0.0,0.03,0.0,0.01,0.03,"[43, 107]"
14246,14246,0.0,0.0,0.03,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14247,14247,0.0,0.0,0.03,0.0,0.03,"[46, 49, 51, 53, 54, 55, 56]"
14248,14248,0.0,0.03,0.0,0.0,0.03,"[35, 47, 48, 86, 87, 88]"
14249,14249,0.0,0.0,0.03,0.0,0.03,"[70, 71, 72, 73]"
14250,14250,0.02,0.01,0.0,0.0,0.03,
14251,14251,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14252,14252,0.01,0.01,0.0,0.0,0.03,"[10, 97, 98, 99, 100]"
14253,14253,0.0,0.0,0.03,0.0,0.03,"[27, 28, 94, 95, 96]"
14254,14254,0.03,0.0,0.0,0.0,0.03,"[50, 89]"
14255,14255,0.02,0.01,0.0,0.0,0.03,
14256,14256,0.0,0.0,0.03,0.0,0.03,"[70, 71, 72, 73]"
14257,14257,0.03,0.0,0.0,0.0,0.03,"[50, 89]"
14258,14258,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14259,14259,0.03,0.0,0.0,0.0,0.03,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
14260,14260,0.0,0.0,0.03,0.0,0.03,"[74, 75, 76, 77, 78]"
14261,14261,0.0,0.0,0.03,0.0,0.03,"[115, 116, 117]"
14262,14262,0.03,0.0,0.0,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14263,14263,0.0,0.03,0.0,0.01,0.03,"[50, 89]"
14264,14264,0.0,0.03,0.0,0.0,0.03,"[104, 105]"
14265,14265,0.0,0.0,0.03,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14266,14266,0.0,0.03,0.0,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14267,14267,0.0,0.02,0.0,0.0,0.03,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
14268,14268,0.0,0.0,0.03,0.0,0.03,"[35, 47, 48, 86, 87, 88]"
14269,14269,0.0,0.03,0.0,0.01,0.03,"[38, 39, 90, 91, 92, 93]"
14270,14270,0.0,0.0,0.03,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14271,14271,0.0,0.02,0.0,0.01,0.03,[106]
14272,14272,0.0,0.0,0.03,0.0,0.03,[122]
14273,14273,0.03,0.0,0.0,0.0,0.03,"[27, 28, 94, 95, 96]"
14274,14274,0.02,0.0,0.0,0.0,0.03,"[27, 28, 94, 95, 96]"
14275,14275,0.02,0.01,0.0,0.0,0.03,"[104, 105]"
14276,14276,0.03,0.0,0.0,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14277,14277,0.0,0.02,0.0,0.01,0.03,"[38, 39, 90, 91, 92, 93]"
14278,14278,0.0,0.0,0.03,0.0,0.03,"[27, 28, 94, 95, 96]"
14279,14279,0.0,0.0,0.03,0.0,0.03,"[27, 28, 94, 95, 96]"
14280,14280,0.02,0.01,0.0,0.0,0.03,[106]
14281,14281,0.0,0.0,0.03,0.0,0.03,"[74, 75, 76, 77, 78]"
14282,14282,0.02,0.0,0.0,0.01,0.03,"[38, 39, 90, 91, 92, 93]"
14283,14283,0.0,0.0,0.03,0.0,0.03,"[57, 58, 59, 60, 61, 62]"
14284,14284,0.0,0.0,0.03,0.0,0.03,"[27, 28, 94, 95, 96]"
14285,14285,0.0,0.0,0.03,0.0,0.03,[121]
14286,14286,0.02,0.01,0.0,0.0,0.03,[108]
14287,14287,0.02,0.01,0.0,0.0,0.03,"[115, 116, 117]"
14288,14288,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14289,14289,0.03,0.0,0.0,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14290,14290,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14291,14291,0.0,0.0,0.03,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14292,14292,0.0,0.0,0.03,0.0,0.03,"[35, 47, 48, 86, 87, 88]"
14293,14293,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14294,14294,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14295,14295,0.0,0.03,0.0,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14296,14296,0.0,0.0,0.03,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14297,14297,0.0,0.0,0.03,0.0,0.03,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
14298,14298,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14299,14299,0.0,0.0,0.03,0.0,0.03,"[110, 111, 112, 113, 114]"
14300,14300,0.0,0.0,0.03,0.0,0.03,"[35, 47, 48, 86, 87, 88]"
14301,14301,0.0,0.0,0.03,0.0,0.03,"[27, 28, 94, 95, 96]"
14302,14302,0.0,0.0,0.03,0.0,0.03,"[10, 97, 98, 99, 100]"
14303,14303,0.01,0.01,0.0,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14304,14304,0.02,0.01,0.0,0.0,0.03,"[43, 107]"
14305,14305,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14306,14306,0.0,0.0,0.03,0.0,0.03,"[35, 47, 48, 86, 87, 88]"
14307,14307,0.03,0.0,0.0,0.0,0.03,"[10, 97, 98, 99, 100]"
14308,14308,0.02,0.01,0.0,0.0,0.03,"[118, 119]"
14309,14309,0.0,0.03,0.0,0.0,0.03,"[35, 47, 48, 86, 87, 88]"
14310,14310,0.0,0.03,0.0,0.0,0.03,"[27, 28, 94, 95, 96]"
14311,14311,0.0,0.0,0.03,0.0,0.03,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
14312,14312,0.0,0.0,0.03,0.0,0.03,"[27, 28, 94, 95, 96]"
14313,14313,0.01,0.01,0.0,0.0,0.03,"[104, 105]"
14314,14314,0.03,0.0,0.0,0.0,0.03,"[10, 97, 98, 99, 100]"
14315,14315,0.02,0.01,0.0,0.0,0.03,"[43, 107]"
14316,14316,0.03,0.0,0.0,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14317,14317,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14318,14318,0.02,0.01,0.0,0.0,0.03,[108]
14319,14319,0.0,0.0,0.03,0.0,0.03,"[57, 58, 59, 60, 61, 62]"
14320,14320,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14321,14321,0.0,0.02,0.0,0.01,0.03,"[27, 28, 94, 95, 96]"
14322,14322,0.01,0.01,0.0,0.0,0.03,[106]
14323,14323,0.02,0.0,0.01,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14324,14324,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14325,14325,0.0,0.03,0.0,0.0,0.03,"[70, 71, 72, 73]"
14326,14326,0.0,0.0,0.03,0.0,0.03,"[70, 71, 72, 73]"
14327,14327,0.0,0.0,0.03,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14328,14328,0.0,0.0,0.03,0.0,0.03,"[70, 71, 72, 73]"
14329,14329,0.0,0.0,0.03,0.0,0.03,"[27, 28, 94, 95, 96]"
14330,14330,0.02,0.01,0.0,0.0,0.03,[120]
14331,14331,0.02,0.01,0.0,0.0,0.03,
14332,14332,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14333,14333,0.0,0.0,0.03,0.0,0.03,"[10, 97, 98, 99, 100]"
14334,14334,0.0,0.03,0.0,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14335,14335,0.0,0.02,0.0,0.01,0.03,"[10, 97, 98, 99, 100]"
14336,14336,0.01,0.01,0.0,0.0,0.03,"[70, 71, 72, 73]"
14337,14337,0.01,0.02,0.0,0.0,0.03,"[57, 58, 59, 60, 61, 62]"
14338,14338,0.03,0.0,0.0,0.0,0.03,"[70, 71, 72, 73]"
14339,14339,0.02,0.01,0.0,0.0,0.03,[106]
14340,14340,0.02,0.01,0.0,0.0,0.03,[108]
14341,14341,0.0,0.0,0.03,0.0,0.03,"[10, 97, 98, 99, 100]"
14342,14342,0.02,0.01,0.0,0.0,0.03,"[104, 105]"
14343,14343,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14344,14344,0.0,0.0,0.03,0.0,0.03,"[27, 28, 94, 95, 96]"
14345,14345,0.02,0.01,0.0,0.0,0.03,[106]
14346,14346,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14347,14347,0.02,0.01,0.0,0.0,0.03,"[115, 116, 117]"
14348,14348,0.02,0.01,0.0,0.0,0.03,"[110, 111, 112, 113, 114]"
14349,14349,0.02,0.01,0.0,0.0,0.03,"[115, 116, 117]"
14350,14350,0.0,0.0,0.03,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14351,14351,0.02,0.01,0.0,0.0,0.03,"[43, 107]"
14352,14352,0.03,0.0,0.0,0.0,0.03,"[10, 97, 98, 99, 100]"
14353,14353,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14354,14354,0.0,0.0,0.03,0.0,0.03,"[10, 97, 98, 99, 100]"
14355,14355,0.0,0.02,0.0,0.01,0.03,"[27, 28, 94, 95, 96]"
14356,14356,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14357,14357,0.0,0.0,0.03,0.0,0.03,[121]
14358,14358,0.02,0.01,0.0,0.0,0.03,"[104, 105]"
14359,14359,0.03,0.0,0.0,0.0,0.03,"[27, 28, 94, 95, 96]"
14360,14360,0.01,0.0,0.02,0.0,0.03,"[50, 89]"
14361,14361,0.0,0.0,0.03,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14362,14362,0.0,0.02,0.0,0.01,0.03,[135]
14363,14363,0.0,0.0,0.03,0.0,0.03,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
14364,14364,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14365,14365,0.03,0.0,0.0,0.0,0.03,"[35, 47, 48, 86, 87, 88]"
14366,14366,0.0,0.0,0.03,0.0,0.03,"[35, 47, 48, 86, 87, 88]"
14367,14367,0.0,0.0,0.03,0.0,0.03,[121]
14368,14368,0.0,0.0,0.03,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14369,14369,0.0,0.0,0.03,0.0,0.03,"[10, 97, 98, 99, 100]"
14370,14370,0.02,0.01,0.0,0.0,0.03,"[115, 116, 117]"
14371,14371,0.0,0.02,0.0,0.01,0.03,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
14372,14372,0.0,0.0,0.03,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14373,14373,0.02,0.01,0.0,0.0,0.03,[120]
14374,14374,0.01,0.01,0.0,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14375,14375,0.02,0.01,0.0,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14376,14376,0.0,0.0,0.03,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14377,14377,0.02,0.01,0.0,0.0,0.03,[121]
14378,14378,0.0,0.03,0.0,0.0,0.03,"[35, 47, 48, 86, 87, 88]"
14379,14379,0.03,0.0,0.0,0.0,0.03,"[27, 28, 94, 95, 96]"
14380,14380,0.0,0.02,0.0,0.01,0.03,"[38, 39, 90, 91, 92, 93]"
14381,14381,0.0,0.0,0.03,0.0,0.03,"[74, 75, 76, 77, 78]"
14382,14382,0.02,0.01,0.0,0.0,0.03,[106]
14383,14383,0.03,0.0,0.0,0.0,0.03,"[50, 89]"
14384,14384,0.0,0.03,0.0,0.0,0.03,"[57, 58, 59, 60, 61, 62]"
14385,14385,0.0,0.0,0.03,0.0,0.03,"[27, 28, 94, 95, 96]"
14386,14386,0.03,0.0,0.0,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14387,14387,0.02,0.01,0.0,0.0,0.03,"[104, 105]"
14388,14388,0.0,0.0,0.03,0.0,0.03,"[35, 47, 48, 86, 87, 88]"
14389,14389,0.02,0.01,0.0,0.0,0.03,"[43, 107]"
14390,14390,0.02,0.01,0.0,0.0,0.03,[106]
14391,14391,0.02,0.01,0.0,0.0,0.03,"[118, 119]"
14392,14392,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14393,14393,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14394,14394,0.0,0.02,0.0,0.01,0.03,"[50, 89]"
14395,14395,0.02,0.01,0.0,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14396,14396,0.02,0.01,0.0,0.0,0.03,"[43, 107]"
14397,14397,0.0,0.02,0.0,0.01,0.03,"[38, 39, 90, 91, 92, 93]"
14398,14398,0.02,0.01,0.0,0.0,0.03,"[104, 105]"
14399,14399,0.0,0.03,0.0,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14400,14400,0.0,0.0,0.03,0.0,0.03,"[27, 28, 94, 95, 96]"
14401,14401,0.01,0.01,0.0,0.0,0.03,"[27, 28, 94, 95, 96]"
14402,14402,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14403,14403,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14404,14404,0.03,0.0,0.0,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14405,14405,0.0,0.02,0.0,0.01,0.03,"[35, 47, 48, 86, 87, 88]"
14406,14406,0.02,0.01,0.0,0.0,0.03,"[104, 105]"
14407,14407,0.01,0.01,0.0,0.0,0.03,
14408,14408,0.02,0.01,0.0,0.0,0.03,"[74, 75, 76, 77, 78]"
14409,14409,0.0,0.03,0.0,0.0,0.03,"[57, 58, 59, 60, 61, 62]"
14410,14410,0.0,0.0,0.03,0.0,0.03,[120]
14411,14411,0.0,0.0,0.03,0.0,0.03,"[27, 28, 94, 95, 96]"
14412,14412,0.03,0.0,0.0,0.0,0.03,"[50, 89]"
14413,14413,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14414,14414,0.02,0.01,0.0,0.0,0.03,[108]
14415,14415,0.0,0.02,0.0,0.01,0.03,"[38, 39, 90, 91, 92, 93]"
14416,14416,0.03,0.0,0.0,0.0,0.03,"[10, 97, 98, 99, 100]"
14417,14417,0.02,0.01,0.0,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14418,14418,0.0,0.03,0.0,0.0,0.03,"[50, 89]"
14419,14419,0.0,0.0,0.03,0.0,0.03,[121]
14420,14420,0.0,0.0,0.03,0.0,0.03,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
14421,14421,0.0,0.02,0.0,0.0,0.03,"[27, 28, 94, 95, 96]"
14422,14422,0.0,0.02,0.0,0.01,0.03,"[38, 39, 90, 91, 92, 93]"
14423,14423,0.02,0.0,0.0,0.0,0.03,"[27, 28, 94, 95, 96]"
14424,14424,0.0,0.0,0.03,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14425,14425,0.0,0.0,0.03,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14426,14426,0.03,0.0,0.0,0.0,0.03,"[10, 97, 98, 99, 100]"
14427,14427,0.0,0.03,0.0,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14428,14428,0.0,0.0,0.03,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14429,14429,0.03,0.0,0.0,0.0,0.03,"[74, 75, 76, 77, 78]"
14430,14430,0.0,0.02,0.0,0.0,0.03,
14431,14431,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14432,14432,0.0,0.02,0.0,0.0,0.03,"[50, 89]"
14433,14433,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14434,14434,0.0,0.0,0.03,0.0,0.03,"[70, 71, 72, 73]"
14435,14435,0.0,0.02,0.0,0.01,0.03,
14436,14436,0.03,0.0,0.0,0.0,0.03,"[27, 28, 94, 95, 96]"
14437,14437,0.01,0.01,0.0,0.0,0.03,"[104, 105]"
14438,14438,0.01,0.01,0.0,0.0,0.03,[106]
14439,14439,0.0,0.0,0.03,0.0,0.03,"[10, 97, 98, 99, 100]"
14440,14440,0.0,0.0,0.03,0.0,0.03,"[74, 75, 76, 77, 78]"
14441,14441,0.03,0.0,0.0,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14442,14442,0.02,0.01,0.0,0.0,0.03,"[43, 107]"
14443,14443,0.0,0.02,0.0,0.01,0.03,"[50, 89]"
14444,14444,0.02,0.01,0.0,0.0,0.03,[120]
14445,14445,0.0,0.0,0.03,0.0,0.03,"[27, 28, 94, 95, 96]"
14446,14446,0.02,0.01,0.0,0.0,0.03,
14447,14447,0.02,0.01,0.0,0.0,0.03,"[43, 107]"
14448,14448,0.0,0.0,0.03,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14449,14449,0.0,0.0,0.03,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14450,14450,0.01,0.01,0.0,0.0,0.03,"[10, 97, 98, 99, 100]"
14451,14451,0.02,0.0,0.0,0.0,0.03,"[127, 128]"
14452,14452,0.02,0.01,0.0,0.0,0.03,
14453,14453,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14454,14454,0.03,0.0,0.0,0.0,0.03,"[50, 89]"
14455,14455,0.02,0.01,0.0,0.0,0.03,[106]
14456,14456,0.0,0.0,0.03,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14457,14457,0.0,0.0,0.03,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14458,14458,0.0,0.0,0.03,0.0,0.03,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
14459,14459,0.03,0.0,0.0,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14460,14460,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14461,14461,0.01,0.01,0.0,0.0,0.03,"[57, 58, 59, 60, 61, 62]"
14462,14462,0.0,0.0,0.03,0.0,0.03,"[57, 58, 59, 60, 61, 62]"
14463,14463,0.03,0.0,0.0,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14464,14464,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14465,14465,0.02,0.01,0.0,0.0,0.03,"[43, 107]"
14466,14466,0.0,0.0,0.03,0.0,0.03,"[57, 58, 59, 60, 61, 62]"
14467,14467,0.0,0.0,0.03,0.0,0.03,"[70, 71, 72, 73]"
14468,14468,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14469,14469,0.0,0.03,0.0,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14470,14470,0.03,0.0,0.0,0.0,0.03,"[35, 47, 48, 86, 87, 88]"
14471,14471,0.02,0.0,0.0,0.0,0.03,"[50, 89]"
14472,14472,0.02,0.01,0.0,0.0,0.03,[109]
14473,14473,0.01,0.01,0.0,0.0,0.03,"[74, 75, 76, 77, 78]"
14474,14474,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14475,14475,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14476,14476,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14477,14477,0.0,0.0,0.03,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14478,14478,0.01,0.01,0.0,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14479,14479,0.02,0.01,0.0,0.0,0.03,
14480,14480,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14481,14481,0.0,0.0,0.03,0.0,0.03,"[12, 13, 52, 101, 102, 103]"
14482,14482,0.0,0.03,0.0,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14483,14483,0.0,0.02,0.0,0.0,0.03,"[50, 89]"
14484,14484,0.0,0.0,0.03,0.0,0.03,
14485,14485,0.03,0.0,0.0,0.0,0.03,"[27, 28, 94, 95, 96]"
14486,14486,0.0,0.03,0.0,0.0,0.03,"[57, 58, 59, 60, 61, 62]"
14487,14487,0.03,0.0,0.0,0.0,0.03,"[104, 105]"
14488,14488,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14489,14489,0.02,0.01,0.0,0.0,0.03,[106]
14490,14490,0.0,0.03,0.0,0.0,0.03,"[35, 47, 48, 86, 87, 88]"
14491,14491,0.02,0.01,0.0,0.0,0.03,"[43, 107]"
14492,14492,0.0,0.02,0.0,0.01,0.03,"[35, 47, 48, 86, 87, 88]"
14493,14493,0.0,0.03,0.0,0.0,0.03,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
14494,14494,0.0,0.0,0.03,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14495,14495,0.03,0.0,0.0,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14496,14496,0.0,0.02,0.0,0.0,0.03,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
14497,14497,0.0,0.0,0.03,0.0,0.03,"[63, 64, 65, 66, 67, 68, 69]"
14498,14498,0.0,0.0,0.03,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14499,14499,0.0,0.0,0.03,0.0,0.03,"[50, 89]"
14500,14500,0.03,0.0,0.0,0.0,0.03,"[38, 39, 90, 91, 92, 93]"
14501,14501,0.0,0.0,0.03,0.0,0.03,"[35, 47, 48, 86, 87, 88]"
14502,14502,0.0,0.02,0.0,0.0,0.03,"[50, 89]"
14503,14503,0.0,0.02,0.0,0.0,0.03,"[50, 89]"
14504,14504,0.0,0.02,0.0,0.0,0.03,"[27, 28, 94, 95, 96]"
14505,14505,0.0,0.02,0.0,0.0,0.03,[106]
14506,14506,0.02,0.01,0.0,0.0,0.03,[109]
14507,14507,0.0,0.02,0.0,0.01,0.03,"[35, 47, 48, 86, 87, 88]"
14508,14508,0.0,0.0,0.03,0.0,0.03,"[74, 75, 76, 77, 78]"
14509,14509,0.02,0.01,0.0,0.0,0.03,
14510,14510,0.02,0.01,0.0,0.0,0.03,"[104, 105]"
14511,14511,0.0,0.0,0.03,0.0,0.03,[122]
14512,14512,0.0,0.0,0.03,0.0,0.03,"[104, 105]"
